Unnamed: 0,Promotion,Location,Venue,Show Date,Show Name,Attendance,Cagematch URL
995,World Wonder Ring Stardom,"Tokyo, Japan",Ryogoku Kokugikan,2023-12-29,Stardom Dream Queendom 2023,"3,063",https://www.cagematch.net/?id=1&nr=383944
996,World Wonder Ring Stardom,"Tokyo, Japan",Shinagawa Intercity Hall,2023-12-25,Stardom New Blood 12,254,https://www.cagematch.net/?id=1&nr=383719
997,World Wonder Ring Stardom,"Tokyo, Japan",Korakuen Hall,2023-12-24,Stardom Year-End Climax 2023,765,https://www.cagematch.net/?id=1&nr=383602
998,World Wonder Ring Stardom,"Saitama, Japan",Warabi Citizen Gymnasium,2023-12-23,Stardom Year-End Tour 2023 - Tag 7,302,https://www.cagematch.net/?id=1&nr=383601
999,World Wonder Ring Stardom,"Niigata, Japan",Niigata City Industrial Promotion Center,2023-12-17,Stardom Year-End Tour 2023 - Tag 6,352,https://www.cagematch.net/?id=1&nr=383207
1000,World Wonder Ring Stardom,"Kobe, Hyogo, Japan",Kobe Sambo Hall,2023-12-10,Stardom Year-End Tour 2023 - Tag 5,231,https://www.cagematch.net/?id=1&nr=382310
1001,World Wonder Ring Stardom,"Osaka, Japan",EDION Arena Osaka #2,2023-12-09,Stardom Year-End Tour 2023 - Tag 4: Osaka Final,324,https://www.cagematch.net/?id=1&nr=382309
1002,World Wonder Ring Stardom,"Osaka, Japan",Osaka Rinkai Sports Center,2023-12-07,Stardom Year-End Tour 2023 - Tag 3,114,https://www.cagematch.net/?id=1&nr=382307
1003,World Wonder Ring Stardom,"Takamatsu, Kagawa, Japan",Symbol Tower Exhibition Hall,2023-12-06,Stardom Year-End Tour 2023 - Tag 2,317,https://www.cagematch.net/?id=1&nr=381966
1004,World Wonder Ring Stardom,"Hiroshima, Japan",Hiroshima Prefectural Industrial Hall,2023-12-05,Stardom Year-End Tour 2023 - Tag 1,236,https://www.cagematch.net/?id=1&nr=381965
1005,World Wonder Ring Stardom,"Wakayama, Japan",Noritz Arena Wakayama,2023-12-03,Stardom,202,https://www.cagematch.net/?id=1&nr=381617
1006,World Wonder Ring Stardom,"Nagoya, Aichi, Japan",Aichi Prefectural Gymnasium,2023-12-02,Stardom Nagoya Big Winter 2023,952,https://www.cagematch.net/?id=1&nr=381457
1007,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-01-25,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=360462
1008,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-01-17,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=360040
1009,Marvelous That's Women Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Sanbo Hall,2023-01-08,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=376578
1010,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-02-21,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=362037
1011,Marvelous That's Women Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba,2023-02-12,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=376575
1012,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-02-03,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=360865
1013,Marvelous That's Women Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Sanbo Hall,2023-03-26,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=363638
1014,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-03-15,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=363104
1015,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-03-10,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=362836
1016,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-04-26,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=366018
1017,Marvelous That's Women Pro Wrestling,"Osaka, Japan",Azalea Taisho Hall,2023-04-22,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=377827
1018,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-05-19,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=367333
1019,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-05-03,Marvelous 7th Anniversary,Attendance not available.,https://www.cagematch.net/?id=1&nr=366417
1020,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-06-16,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=368975
1021,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-07-27,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=371805
1022,Marvelous That's Women Pro Wrestling,"Kariya, Aichi, Japan",Kariya City Industrial Promotion Center Aioi Hall,2023-07-23,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=376571
1023,Marvelous That's Women Pro Wrestling,"Osaka, Japan",Azalea Taisho Hall,2023-07-22,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=376573
1024,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-08-18,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=373775
1025,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-08-07,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=372829
1026,Marvelous That's Women Pro Wrestling,"Sapporo, Hokkaido, Japan",Sapporo ii-one Stadium,2023-09-24,Marvelous Let's Go To Hokkaido! Sapporo 2 Days!! - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=376677
1027,Marvelous That's Women Pro Wrestling,"Sapporo, Hokkaido, Japan",Sapporo ii-one Stadium,2023-09-23,Marvelous Let's Go To Hokkaido! Sapporo 2 Days!! - Tag 1,Attendance not available.,https://www.cagematch.net/?id=1&nr=376566
1028,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-09-12,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=375712
1029,Marvelous That's Women Pro Wrestling,"Oyama, Tochigi, Japan",Oyama Bunka Center,2023-09-03,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=376569
1030,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-10-26,Marvelous/Mio Momono Produce Halloween Crazy Night,Attendance not available.,https://www.cagematch.net/?id=1&nr=378705
1031,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-10-06,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=377418
1032,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-11-24,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=380767
1033,Marvelous That's Women Pro Wrestling,"Nakatsu, Oita, Japan",Nakatsu Taiiku Center,2023-11-19,Marvelous Let's Go To Kyushu - Tag 2,Attendance not available.,https://www.cagematch.net/?id=1&nr=383597
1034,Marvelous That's Women Pro Wrestling,"Fukuoka, Japan",Nishitetsu Hall,2023-11-18,Marvelous Let's Go To Kyushu - Tag 1,Attendance not available.,https://www.cagematch.net/?id=1&nr=383596
1035,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-12-28,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=383946
1036,Marvelous That's Women Pro Wrestling,"Oyama, Tochigi, Japan",Oyama Bunka Center,2023-12-24,Marvelous Christmas,Attendance not available.,https://www.cagematch.net/?id=1&nr=383595
1037,Marvelous That's Women Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-12-10,Marvelous,Attendance not available.,https://www.cagematch.net/?id=1&nr=382209
1038,SEAdLINNNG,"Tokyo, Japan",Shin-Kiba 1st RING,2023-01-13,SEAdLINNNG Shin-Kiba Series 2023 Vol. 1,120,https://www.cagematch.net/?id=1&nr=359820
1039,SEAdLINNNG,"Tokyo, Japan",Shinjuku FACE,2023-02-16,SEAdLINNNG Vibrant February,Attendance not available.,https://www.cagematch.net/?id=1&nr=361728
1040,SEAdLINNNG,"Tokyo, Japan",Shin-Kiba 1st RING,2023-03-20,SEAdLINNNG Shin-Kiba Series 2023 Vol. 2,200,https://www.cagematch.net/?id=1&nr=363347
1041,SEAdLINNNG,"Tokyo, Japan",Korakuen Hall,2023-04-30,SEAdLINNNG Endeavour 2023!,585,https://www.cagematch.net/?id=1&nr=366292
1042,SEAdLINNNG,"Tokyo, Japan",Shin-Kiba 1st RING,2023-05-25,SEAdLINNNG Shin-Kiba Series 2023 Vol. 3,130,https://www.cagematch.net/?id=1&nr=367698
1043,SEAdLINNNG,"Tokyo, Japan",Shinjuku FACE,2023-06-28,SEAdLINNNG Shinjuku Pumping!,Attendance not available.,https://www.cagematch.net/?id=1&nr=369672
1044,SEAdLINNNG,"Tokyo, Japan",Shin-Kiba 1st RING,2023-07-26,SEAdLINNNG Shin-Kiba Series 2023 Vol. 4,155,https://www.cagematch.net/?id=1&nr=371754
1045,SEAdLINNNG,"Tokyo, Japan",Korakuen Hall,2023-08-25,SEAdLINNNG 8th Anniversary,702,https://www.cagematch.net/?id=1&nr=374331
1046,SEAdLINNNG,"Tokyo, Japan",Shin-Kiba 1st RING,2023-09-15,SEAdLINNNG Shin-Kiba Series 2023 Vol. 5,160,https://www.cagematch.net/?id=1&nr=375895
1047,SEAdLINNNG,"Tokyo, Japan",Shinjuku FACE,2023-10-10,SEAdLINNNG,320,https://www.cagematch.net/?id=1&nr=377682
1048,SEAdLINNNG,"Tokyo, Japan",Shin-Kiba 1st RING,2023-11-17,SEAdLINNNG Shin-Kiba Series 2023 Vol. 6,198,https://www.cagematch.net/?id=1&nr=380185
1049,SEAdLINNNG,"Tokyo, Japan",Korakuen Hall,2023-12-28,SEAdLINNNG 2023 Last Battle,670,https://www.cagematch.net/?id=1&nr=383949
1050,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-01-29,2AW Grand Slam In 2AW Square,98,https://www.cagematch.net/?id=1&nr=360633
1051,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-01-22,2AW Chibattle 153,40,https://www.cagematch.net/?id=1&nr=360261
1052,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-01-15,2AW Chibattle 152,42,https://www.cagematch.net/?id=1&nr=359866
1053,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-01-09,2AW Infinity ~ 2023 New Year,108,https://www.cagematch.net/?id=1&nr=359485
1054,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-01-08,2AW Chibattle 151,35,https://www.cagematch.net/?id=1&nr=359430
1055,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-01-02,2AW New Year Battle Beginning,108,https://www.cagematch.net/?id=1&nr=359136
1056,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-02-26,2AW Chibattle 156,33,https://www.cagematch.net/?id=1&nr=362296
1057,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-02-23,2AW Harunatsu vs. Akifuyu ~ Separated By The Month Of Birth,55,https://www.cagematch.net/?id=1&nr=362148
1058,Active Advance Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba 4F Concerto,2023-02-19,2AW Grand Slam In TKP Garden City Chiba,208,https://www.cagematch.net/?id=1&nr=361935
1059,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-02-12,2AW Infinity ~ 2023 Spring,101,https://www.cagematch.net/?id=1&nr=361320
1060,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-02-11,2AW Chibattle 155,42,https://www.cagematch.net/?id=1&nr=361315
1061,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-02-05,2AW Chibattle 154,50,https://www.cagematch.net/?id=1&nr=360922
1062,Active Advance Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-03-26,2AW Grand Slam In Korakuen Hall,325,https://www.cagematch.net/?id=1&nr=363643
1063,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-03-19,2AW Chibattle 159,38,https://www.cagematch.net/?id=1&nr=363283
1064,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-03-12,2AW Chibattle 158,48,https://www.cagematch.net/?id=1&nr=362949
1065,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-03-12,2AW/BJW Big Advance,56,https://www.cagematch.net/?id=1&nr=362959
1066,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-03-05,2AW Chibattle 157,38,https://www.cagematch.net/?id=1&nr=362631
1067,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-04-30,2AW Chiba Festival 2023 ~ Shine Of Seven Colours - Tag 2,60,https://www.cagematch.net/?id=1&nr=366317
1068,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-04-29,2AW Chiba Festival 2023 ~ Shine Of Seven Colours - Tag 1,55,https://www.cagematch.net/?id=1&nr=366315
1069,Active Advance Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba 4F Concerto,2023-04-23,2AW Grand Slam In 2AW Square,218,https://www.cagematch.net/?id=1&nr=365796
1070,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-04-16,2AW Chibattle 162,50,https://www.cagematch.net/?id=1&nr=365360
1071,Pro Wrestling FREEDOMS,"Chiba, Japan",2AW Square,2023-04-09,FREEDOMS/2AW VersuS,72,https://www.cagematch.net/?id=1&nr=364734
1072,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-04-09,2AW Chibattle 161,51,https://www.cagematch.net/?id=1&nr=364966
1073,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-04-02,2AW Chibattle 160,35,https://www.cagematch.net/?id=1&nr=364033
1074,Active Advance Pro Wrestling,"Chiba, Japan",Yoro Valley Station Special Ring,2023-04-01,2AW Yoro Valley Day Memorial Event 2023,Attendance not available.,https://www.cagematch.net/?id=1&nr=364030
1075,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-05-28,2AW Chibattle 164,42,https://www.cagematch.net/?id=1&nr=367913
1076,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-05-21,2AW Chibattle 163,42,https://www.cagematch.net/?id=1&nr=367506
1077,Active Advance Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba,2023-05-14,2AW Grand Slam In TKP Garden City Chiba,177,https://www.cagematch.net/?id=1&nr=367067
1078,Active Advance Pro Wrestling,"Chiba, Japan",Anagawa Community Center,2023-05-13,2AW 4th Chiba Community Pro-Wrestling In Anagawa Community Center,Attendance not available.,https://www.cagematch.net/?id=1&nr=367022
1079,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-05-07,2AW Chiba Festival 2023 ~ Shine Of Seven Colours - Tag 7,72,https://www.cagematch.net/?id=1&nr=366733
1080,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-05-06,2AW Chiba Festival 2023 ~ Shine Of Seven Colours - Tag 6,66,https://www.cagematch.net/?id=1&nr=366640
1081,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-05-05,2AW Chiba Festival 2023 ~ Shine Of Seven Colours - Tag 5,72,https://www.cagematch.net/?id=1&nr=366588
1082,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-05-04,2AW Chiba Festival 2023 ~ Shine Of Seven Colours - Tag 4,63,https://www.cagematch.net/?id=1&nr=366472
1083,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-05-03,2AW Chiba Festival 2023 ~ Shine Of Seven Colours - Tag 3,65,https://www.cagematch.net/?id=1&nr=366448
1084,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-06-25,2AW Chibattle 167,45,https://www.cagematch.net/?id=1&nr=369506
1085,Active Advance Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba,2023-06-18,2AW 4th Anniversary Grand Slam In TKP Garden City Chiba,257,https://www.cagematch.net/?id=1&nr=369089
1086,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-06-11,2AW Chibattle 166,45,https://www.cagematch.net/?id=1&nr=368692
1087,Active Advance Pro Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Sanbo Hall,2023-06-10,2AW/BJW Big Advance,175,https://www.cagematch.net/?id=1&nr=368595
1088,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-06-04,2AW Chibattle 165,37,https://www.cagematch.net/?id=1&nr=368312
1089,Active Advance Pro Wrestling,"Tokyo, Japan",Kitazawa Town Hall,2023-07-30,2AW,100,https://www.cagematch.net/?id=1&nr=372115
1090,Active Advance Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba 3F Sinfonia,2023-07-23,2AW Grand Slam In TKP Garden City Chiba,157,https://www.cagematch.net/?id=1&nr=371527
1091,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-07-17,2AW Beer Garden,60,https://www.cagematch.net/?id=1&nr=371081
1092,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-07-16,2AW Beer Garden Pro Wrestling ,100,https://www.cagematch.net/?id=1&nr=370975
1093,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-07-09,2AW Chibattle 169,40,https://www.cagematch.net/?id=1&nr=370485
1094,Active Advance Pro Wrestling,"Chiba, Japan",Chiba Castle Front Special Ring,2023-07-08,2AW Fight! Fight! Chiba Castle Episode 4,Attendance not available.,https://www.cagematch.net/?id=1&nr=370276
1095,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-07-02,2AW Chibattle 168,42,https://www.cagematch.net/?id=1&nr=369979
1096,Active Advance Pro Wrestling,"Urayasu, Chiba, Japan",Oriental Hotel Tokyo Bay Third Floor Banquet Hall,2023-08-27,2AW Infinity ~ 2023 Summer,118,https://www.cagematch.net/?id=1&nr=374449
1097,Active Advance Pro Wrestling,"Urayasu, Chiba, Japan",Oriental Hotel Tokyo Bay Third Floor Banquet Hall,2023-08-27,2AW Grand Slam In Oriental Hotel Tokyo Bay,112,https://www.cagematch.net/?id=1&nr=374452
1098,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-08-19,2AW Chibattle 172,33,https://www.cagematch.net/?id=1&nr=373840
1099,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-08-13,2AW/BJW Big Advance,67,https://www.cagematch.net/?id=1&nr=373324
1100,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-08-13,2AW Chibattle 171,46,https://www.cagematch.net/?id=1&nr=373334
1101,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-08-05,2AW Chibattle 170,48,https://www.cagematch.net/?id=1&nr=368552
1102,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-09-24,2AW Active Advance Tournament 2023 - Tag 4,101,https://www.cagematch.net/?id=1&nr=376625
1103,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-09-23,2AW Active Advance Tournament 2023 - Tag 3,42,https://www.cagematch.net/?id=1&nr=376516
1104,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-09-18,2AW Active Advance Tournament 2023 - Tag 2,55,https://www.cagematch.net/?id=1&nr=376067
1105,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-09-17,2AW Active Advance Tournament 2023 - Tag 1,75,https://www.cagematch.net/?id=1&nr=375999
1106,Active Advance Pro Wrestling,"Fujioka, Gunma, Japan",Fujioka Civic Hall,2023-09-10,2AW,152,https://www.cagematch.net/?id=1&nr=375563
1107,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-09-09,2AW Chibattle 174,34,https://www.cagematch.net/?id=1&nr=375453
1108,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-09-03,2AW Chibattle 173,48,https://www.cagematch.net/?id=1&nr=375015
1109,Active Advance Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba 4F Concerto,2023-10-29,2AW Grand Slam In TKP Garden City Chiba,188,https://www.cagematch.net/?id=1&nr=378913
1110,Active Advance Pro Wrestling,"Chiba, Japan",Chiba Mobara Shopping Plaza Asmo Center Court,2023-10-28,2AW Fight! Fight! Mobara,Attendance not available.,https://www.cagematch.net/?id=1&nr=378837
1111,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-10-22,2AW Chibattle 176,45,https://www.cagematch.net/?id=1&nr=378447
1112,Active Advance Pro Wrestling,"Osaka, Japan",Active Square Daito,2023-10-15,2AW,153,https://www.cagematch.net/?id=1&nr=377953
1113,Active Advance Pro Wrestling,"Nagoya, Aichi, Japan",Sportiva Arena,2023-10-14,2AW,80,https://www.cagematch.net/?id=1&nr=377952
1114,Active Advance Pro Wrestling,"Fukushima, Japan",Big Palette Fukushima,2023-10-09,2AW,290,https://www.cagematch.net/?id=1&nr=377608
1115,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-10-08,2AW Chibattle 175,51,https://www.cagematch.net/?id=1&nr=377554
1116,Active Advance Pro Wrestling,"Chiba, Japan",Chiba Port Tower,2023-10-07,2AW Part 1 Fight! Fight!,Attendance not available.,https://www.cagematch.net/?id=1&nr=377527
1117,Active Advance Pro Wrestling,"Inzai, Chiba, Japan",Makinohara More Inner Mall,2023-10-01,2AW More Marche,Attendance not available.,https://www.cagematch.net/?id=1&nr=377106
1118,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-26,2AW Chiba Fight Series ~ Doki No Kizuna 2017 & 2018,55,https://www.cagematch.net/?id=1&nr=380872
1119,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-25,2AW Chiba Fight Series ~ Doki No Kizuna 2019,45,https://www.cagematch.net/?id=1&nr=380814
1120,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-23,2AW Chiba Fight Series ~ Doki No Kizuna 2001,45,https://www.cagematch.net/?id=1&nr=380626
1121,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-19,2AW Chiba Fight Series ~ Doki No Kizuna 2015,46,https://www.cagematch.net/?id=1&nr=380336
1122,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-12,2AW Chibattle 178,58,https://www.cagematch.net/?id=1&nr=379790
1123,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-12,2AW/Ayame Sasamura Produce Either Ayame Or Kakisubata,127,https://www.cagematch.net/?id=1&nr=379792
1124,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-05,2AW/BJW Big Advance,65,https://www.cagematch.net/?id=1&nr=379382
1125,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-11-05,2AW Chibattle 177,42,https://www.cagematch.net/?id=1&nr=379383
1126,Active Advance Pro Wrestling,"Chiba, Japan",TKP Garden City Chiba 4F Concerto,2023-12-24,2AW Grand Slam In TKP Garden City Chiba,188,https://www.cagematch.net/?id=1&nr=383555
1127,Big Japan Pro-Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-12-23,BJW/ZERO1/2AW Big Clash,118,https://www.cagematch.net/?id=1&nr=383417
1128,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-12-17,2AW Chibattle 180,55,https://www.cagematch.net/?id=1&nr=383000
1129,Active Advance Pro Wrestling,"Chiba, Japan",2AW Square,2023-12-10,2AW Chibattle 179,45,https://www.cagematch.net/?id=1&nr=382268
1130,Pro Wrestling FREEDOMS,"Chiba, Japan",2AW Square,2023-12-10,FREEDOMS/2AW VersuS,61,https://www.cagematch.net/?id=1&nr=382292
1131,Active Advance Pro Wrestling,"Tokyo, Japan",Korakuen Hall,2023-12-03,2AW Grand Slam In Korakuen Hall,438,https://www.cagematch.net/?id=1&nr=381632
1132,JUST TAP OUT Professional Wrestling,"Hiroshima, Japan",Hiroshima Prefectural Industrial Exhibition Hall,2023-01-15,JTO,258,https://www.cagematch.net/?id=1&nr=359867
1133,JUST TAP OUT Professional Wrestling,"Takamatsu, Kagawa, Japan",Takamatsu Symbol Tower 1st Floor Exhibition Hall,2023-01-14,JTO,184,https://www.cagematch.net/?id=1&nr=359800
1134,JUST TAP OUT Professional Wrestling,"Ehime, Japan",Ehime Pro Wrestling Dojo,2023-01-13,JTO,42,https://www.cagematch.net/?id=1&nr=359799
1135,JUST TAP OUT Professional Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-01-10,JTO,204,https://www.cagematch.net/?id=1&nr=359555
1136,JUST TAP OUT Professional Wrestling,"Tokyo, Japan",Shinjuku FACE,2023-02-13,JTO Tournament 2023 First Round - Tag 2,156,https://www.cagematch.net/?id=1&nr=361454
1137,JUST TAP OUT Professional Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Nigiwaiza,2023-02-05,JTO Tournament 2023 First Round - Tag 1,39,https://www.cagematch.net/?id=1&nr=360928
1138,JUST TAP OUT Professional Wrestling,"Chiba, Japan",JTO Arena,2023-03-18,JTO GIRLS House,20,https://www.cagematch.net/?id=1&nr=363316
1139,JUST TAP OUT Professional Wrestling,"Chiba, Japan",JTO Arena,2023-03-18,JTO J2 House,9,https://www.cagematch.net/?id=1&nr=363318
1140,JUST TAP OUT Professional Wrestling,"Tokyo, Japan",Korakuen Hall,2023-03-03,JTO Tournament 2023 Final,389,https://www.cagematch.net/?id=1&nr=362523
1141,JUST TAP OUT Professional Wrestling,"Chiba, Japan",JTO Arena,2023-04-15,JTO GIRLS House,17,https://www.cagematch.net/?id=1&nr=365301
1142,JUST TAP OUT Professional Wrestling,"Chiba, Japan",JTO Arena,2023-04-15,JTO J2 House,9,https://www.cagematch.net/?id=1&nr=365302
1143,JUST TAP OUT Professional Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-04-09,JTO,190,https://www.cagematch.net/?id=1&nr=364863
1144,JUST TAP OUT Professional Wrestling,"Chiba, Japan",JTO Arena,2023-05-27,JTO GIRLS House Vol. 3,14,https://www.cagematch.net/?id=1&nr=367848
1145,JUST TAP OUT Professional Wrestling,"Chiba, Japan",JTO Arena,2023-05-27,JTO Kenichi House,16,https://www.cagematch.net/?id=1&nr=367849
1146,JUST TAP OUT Professional Wrestling,"Tokyo, Japan",Basement Monstar,2023-05-14,JTO Special,48,https://www.cagematch.net/?id=1&nr=367077
1147,JUST TAP OUT Professional Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Nigiwaiza,2023-05-06,JTO Girls Tournament 2023,70,https://www.cagematch.net/?id=1&nr=366707
1148,JUST TAP OUT Professional Wrestling,"Yokohama, Kanagawa, Japan",Yokohama Nigiwaiza,2023-05-06,JTO,64,https://www.cagematch.net/?id=1&nr=366708
1149,JUST TAP OUT Professional Wrestling,"Tokyo, Japan",Shin-Kiba 1st RING,2023-06-23,JTO,112,https://www.cagematch.net/?id=1&nr=369428
1150,JUST TAP OUT Professional Wrestling,"Kobe, Hyogo, Japan",Motomachi Ringsoul,2023-06-04,JTO Kenichi Triumphal Return,20,https://www.cagematch.net/?id=1&nr=368281
1151,JUST TAP OUT Professional Wrestling,"Osaka, Japan",Osaka Municipal Sumiyoshi Kumin Center,2023-06-03,JTO,105,https://www.cagematch.net/?id=1&nr=368280
1152,JTO,"Tokyo, Japan",Korakuen Hall,2023-07-17,JTO 4th Anniversary,754,https://www.cagematch.net/?id=1&nr=371046
